index,company_name,job_title,job_location,linkedin_job_url,external_apply_url,external_input_coverage,external_candidate,external_board_verified,external_relationship_verified,external_exact,external_reason,search_input_coverage,search_candidate,search_board_verified,search_relationship_verified,search_exact,search_reason,website_input_coverage,website_candidate,website_board_verified,website_relationship_verified,website_exact,website_reason,union_exact,exact_route_bitmask,pipeline_status,career_page_url,job_list_page_url,open_position_url,failure_stage,failure_reason
19,Redlands Community Hospital,New Graduate Registered Nurse (RN),"Redlands, CA",https://www.linkedin.com/jobs/view/new-graduate-registered-nurse-rn-at-redlands-community-hospital-4437663361,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,False,False,False,False,candidate_not_produced,False,000,partial,https://www.redlandshospital.org/careers/,,,job_board_discovery,JOB_BOARD_NOT_FOUND
20,hackajob,Registered Nurse Healthcare Advocate (Remote 1099) - RN,United States,https://www.linkedin.com/jobs/view/registered-nurse-healthcare-advocate-remote-1099-rn-at-hackajob-4431491227,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,True,True,True,False,final_exact_not_available,False,000,partial,https://hackajob.com/jobs,https://hackajob.com/en-us/jobs,,opening_match,OPENING_DISCOVERY_INCOMPLETE
21,West Oaks Hospital,"Nurse Manager -Registered Nurse (Full-Time) - Behavioral Health - $7,500 Sign-On Bonus","Houston, TX",https://www.linkedin.com/jobs/view/nurse-manager-registered-nurse-full-time-behavioral-health-%247-500-sign-on-bonus-at-west-oaks-hospital-4440824545,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,False,False,False,False,candidate_not_produced,False,000,failed,,,,career_discovery,CAREER_PAGE_NOT_FOUND
22,Tenet Healthcare,Registered Nurse (RN) - Ambulatory,"San Ramon, CA",https://www.linkedin.com/jobs/view/registered-nurse-rn-ambulatory-at-tenet-healthcare-4440577391,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,False,False,False,False,candidate_not_produced,False,000,partial,https://jobs.tenethealth.com/,,,job_board_discovery,JOB_BOARD_NOT_FOUND
23,Panacea Health Corp,Registered Nurse (RN) Unit Manager,"Chambersburg, PA",https://www.linkedin.com/jobs/view/registered-nurse-rn-unit-manager-at-panacea-health-corp-4439893528,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,False,False,False,False,candidate_not_produced,False,000,failed,,,,career_discovery,CAREER_PAGE_NOT_FOUND
24,Horizon Health,Registered Nurse (RN)- Behavioral Health,"Murray, KY",https://www.linkedin.com/jobs/view/registered-nurse-rn-behavioral-health-at-horizon-health-4440822674,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,False,False,False,False,candidate_not_produced,False,000,partial,https://www.myhorizonhealth.org/about/careers/,,,job_board_discovery,JOB_BOARD_NOT_FOUND
25,Tidelands Health,Registered Nurse (RN) - Staff/Med Surg,"Georgetown, SC",https://www.linkedin.com/jobs/view/registered-nurse-rn-staff-med-surg-at-tidelands-health-4440340861,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,False,False,False,False,candidate_not_produced,False,000,failed,,,,career_discovery,CAREER_PAGE_NOT_FOUND
26,Riverview School,Registered Nurse - RN- School Nurse,"East Sandwich, MA",https://www.linkedin.com/jobs/view/registered-nurse-rn-school-nurse-at-riverview-school-4441636937,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,False,False,False,False,False,input_not_covered,False,000,failed,,,,website_resolution,WEBSITE_NOT_RESOLVED
27,Aveanna Healthcare,Registered Nurse (RN),"Southampton, PA",https://www.linkedin.com/jobs/view/registered-nurse-rn-at-aveanna-healthcare-4439431438,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,True,True,True,False,final_exact_not_available,False,000,partial,https://www.aveanna.com/accreditedhomecare-careers.html,https://jobs.aveanna.com/jobs/,,opening_match,HTTP_FORBIDDEN
28,Elderwood,RN - Registered Nurse,"Ticonderoga, NY",https://www.linkedin.com/jobs/view/rn-registered-nurse-at-elderwood-4437294077,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,True,True,False,False,relationship_not_verified,False,000,failed,https://www.elderwoodcareers.com/,,,result_validation,RESULT_IDENTITY_MISMATCH
29,Southeastern Renal Dialysis,"Registered Nurse (RN) ($10,000 SIGN ON BONUS)","West Burlington, IA",https://www.linkedin.com/jobs/view/registered-nurse-rn-%2410-000-sign-on-bonus-at-southeastern-renal-dialysis-4440377324,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,False,False,False,False,candidate_not_produced,False,000,failed,,,,career_discovery,CAREER_PAGE_NOT_FOUND
30,NexCare WellBridge Senior Living,Registered Nurse RN - $40.55 per hour,"Saginaw, MI",https://www.linkedin.com/jobs/view/registered-nurse-rn-%2440-55-per-hour-at-nexcare-wellbridge-senior-living-4440360762,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,False,False,False,False,candidate_not_produced,False,000,partial,https://www.nexcarehealth.com/careers-overview/,,,job_board_discovery,JOB_BOARD_NOT_FOUND
31,Lacoste,Account Executive,"New York, NY",https://www.linkedin.com/jobs/view/account-executive-at-lacoste-4411244008,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,True,True,True,True,exact_attributable,True,100,success,https://careers.lacoste.com/en,https://careers.lacoste.com/en/annonces,https://careers.lacoste.com/en/annonce/4371325-account-executive-10016-new-york,,
32,MrBeast,"Account Executive, Brand Partnerships (Vyro & MrBeast Ecosystem)","New York, NY",https://www.linkedin.com/jobs/view/account-executive-brand-partnerships-vyro-mrbeast-ecosystem-at-mrbeast-4418180820,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,True,True,True,True,exact_attributable,True,100,success,https://www.mrbeastjobs.com/,https://www.mrbeastjobs.com/,https://www.mrbeastjobs.com/jobs/5990040004,,
33,PUMA Group,Account Executive (Remote - Midwest Chicago),"Aurora, CO",https://www.linkedin.com/jobs/view/account-executive-remote-midwest-chicago-at-puma-group-4400268406,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,True,True,True,False,final_exact_not_available,False,000,partial,https://about.puma.com/en/careers/job-openings,https://about.puma.com/en/careers/job-openings,,opening_match,OPENING_DISCOVERY_INCOMPLETE
34,LinkedIn,"SMB Account Executive - Search & Staffing, Talent Solutions","New York, NY",https://www.linkedin.com/jobs/view/smb-account-executive-search-staffing-talent-solutions-at-linkedin-4441201517,,False,False,False,False,False,input_not_covered,True,True,True,True,False,final_exact_not_available,True,False,False,False,False,candidate_not_produced,False,000,partial,https://www.linkedin.com/top-content/career/,https://job-boards.greenhouse.io/linkedin,,opening_match,OPENING_NOT_FOUND
35,LinkedIn,"Account Executive 3, Performance & Expansion, Marketing Solutions","New York, NY",https://www.linkedin.com/jobs/view/account-executive-3-performance-expansion-marketing-solutions-at-linkedin-4441269292,,False,False,False,False,False,input_not_covered,True,True,True,True,False,final_exact_not_available,True,False,False,False,False,candidate_not_produced,False,000,partial,https://www.linkedin.com/top-content/career/,https://job-boards.greenhouse.io/linkedin,,opening_match,OPENING_NOT_FOUND
36,LinkedIn,Mid-Market Account Executive - Talent & Learning,"San Francisco, CA",https://www.linkedin.com/jobs/view/mid-market-account-executive-talent-learning-at-linkedin-4422966708,,False,False,False,False,False,input_not_covered,True,True,True,True,False,final_exact_not_available,True,False,False,False,False,candidate_not_produced,False,000,partial,https://www.linkedin.com/top-content/career/,https://job-boards.greenhouse.io/linkedin,,opening_match,OPENING_NOT_FOUND
37,SKIMS,"Account Executive, Franchise Partnerships","Los Angeles, CA",https://www.linkedin.com/jobs/view/account-executive-franchise-partnerships-at-skims-4429787695,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,False,False,False,False,candidate_not_produced,False,000,failed,,,,career_discovery,CAREER_PAGE_NOT_FOUND
38,LinkedIn,SMB Account Executive - Talent & Learning,"San Francisco, CA",https://www.linkedin.com/jobs/view/smb-account-executive-talent-learning-at-linkedin-4422952933,,False,False,False,False,False,input_not_covered,True,True,True,True,False,final_exact_not_available,True,False,False,False,False,candidate_not_produced,False,000,partial,https://www.linkedin.com/top-content/career/,https://job-boards.greenhouse.io/linkedin,,opening_match,OPENING_NOT_FOUND
39,Parfums Christian Dior,"Account Executive, Chicago","Chicago, IL",https://www.linkedin.com/jobs/view/account-executive-chicago-at-parfums-christian-dior-4428662758,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,False,False,False,False,candidate_not_produced,False,000,failed,,,,career_discovery,CAREER_PAGE_NOT_FOUND
40,Caudalie,Account Executive,"New York, NY",https://www.linkedin.com/jobs/view/account-executive-at-caudalie-4427354704,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,False,False,False,False,candidate_not_produced,False,000,failed,,,,career_discovery,CAREER_PAGE_NOT_FOUND
41,LinkedIn,"Manager, Talent Account Directors","Chicago, IL",https://www.linkedin.com/jobs/view/manager-talent-account-directors-at-linkedin-4440030712,,False,False,False,False,False,input_not_covered,True,True,True,True,False,final_exact_not_available,True,False,False,False,False,candidate_not_produced,False,000,partial,https://www.linkedin.com/top-content/career/,https://job-boards.greenhouse.io/linkedin,,opening_match,OPENING_NOT_FOUND
42,Bacardi,National Account Manager - Hotels,"New York, NY",https://www.linkedin.com/jobs/view/national-account-manager-hotels-at-bacardi-4441657690,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,True,True,True,False,final_exact_not_available,False,000,partial,https://jobs.bacardilimited.com:443/,https://jobs.bacardilimited.com:443/job-search,,opening_match,OPENING_DISCOVERY_INCOMPLETE
43,Square,SMB Account Executive,"New York, NY",https://www.linkedin.com/jobs/view/smb-account-executive-at-square-4430270488,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,False,False,False,False,candidate_not_produced,False,000,partial,https://careers.squareup.com/us/en,,,job_board_discovery,JOB_BOARD_NOT_FOUND
44,LinkedIn,"Account Executive, Growth Mid-Market - LinkedIn Marketing Solutions","New York, NY",https://www.linkedin.com/jobs/view/account-executive-growth-mid-market-linkedin-marketing-solutions-at-linkedin-4440026968,,False,False,False,False,False,input_not_covered,True,True,True,True,False,final_exact_not_available,True,False,False,False,False,candidate_not_produced,False,000,partial,https://www.linkedin.com/top-content/career/,https://job-boards.greenhouse.io/linkedin,,opening_match,OPENING_NOT_FOUND
45,Future Beauty Brands (formerly PPI Beauty),National Account Manager,New York City Metropolitan Area,https://www.linkedin.com/jobs/view/national-account-manager-at-future-beauty-brands-formerly-ppi-beauty-4441236528,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,False,False,False,False,candidate_not_produced,False,000,partial,https://futurebeautybrands.com/pages/careers,,,job_board_discovery,JOB_BOARD_NOT_FOUND
46,Meta,Product Design Engineer,"New York, NY",https://www.linkedin.com/jobs/view/product-design-engineer-at-meta-4434865612,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,True,True,True,False,final_exact_not_available,False,000,partial,https://www.metacareers.com/jobs/,https://www.metacareers.com/jobsearch/,,opening_match,PROVIDER_FETCH_FAILED
47,Fuse,Mechanical Engineer - San Leandro,"San Leandro, CA",https://www.linkedin.com/jobs/view/mechanical-engineer-san-leandro-at-fuse-4318506677,,False,False,False,False,False,input_not_covered,True,True,True,True,True,exact_attributable,True,True,True,True,False,selected_exact_not_attributable,True,010,success,https://www.f.energy/join-us,https://jobs.ashbyhq.com/fuse,https://jobs.ashbyhq.com/fuse/9db95250-a148-4762-8b48-554267569ca3,,
48,Charge Robotics,Mechanical Engineer (all levels),"San Leandro, CA",https://www.linkedin.com/jobs/view/mechanical-engineer-all-levels-at-charge-robotics-4331271080,,False,False,False,False,False,input_not_covered,True,True,True,True,True,exact_attributable,True,True,True,True,True,exact_attributable,True,110,success,https://jobs.ashbyhq.com/charge-robotics,https://jobs.ashbyhq.com/charge-robotics,https://jobs.ashbyhq.com/charge-robotics/19133a2e-f262-4f3d-bcbd-f45434ee45a7,,
49,"Yamaha Motor Corporation, USA",Mechanical Engineer I,"Kennesaw, GA",https://www.linkedin.com/jobs/view/mechanical-engineer-i-at-yamaha-motor-corporation-usa-4388242757,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,False,False,False,False,candidate_not_produced,False,000,partial,https://careers.yamaha-motor.com,,,job_board_discovery,JOB_BOARD_NOT_FOUND
50,OrganOx,Mechanical Design Engineer,"Madison, NJ",https://www.linkedin.com/jobs/view/mechanical-design-engineer-at-organox-4440989993,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,True,True,True,False,final_exact_not_available,False,000,partial,https://www.organox.com/careers,https://apply.workable.com/organox/,,opening_match,PROVIDER_VARIANT_UNSUPPORTED
51,Meta,Product Design Engineer,"Sunnyvale, CA",https://www.linkedin.com/jobs/view/product-design-engineer-at-meta-4433807917,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,True,True,True,False,final_exact_not_available,False,000,partial,https://www.metacareers.com/jobs/,https://www.metacareers.com/jobsearch/,,opening_match,PROVIDER_FETCH_FAILED
52,Tata Technologies,Mechanical Design Engineer,"Hayward, CA",https://www.linkedin.com/jobs/view/mechanical-design-engineer-at-tata-technologies-4438687607,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,True,True,True,False,final_exact_not_available,False,000,partial,https://www.tata.com/careers/jobs,https://www.tata.com/careers/jobs/joblisting,,opening_match,BOT_PROTECTION
53,Bose Corporation,Mechanical Engineer,"Binghamton, NY",https://www.linkedin.com/jobs/view/mechanical-engineer-at-bose-corporation-4411509562,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,True,True,True,True,exact_attributable,True,100,success,https://www.bose.com/about/careers,https://boseallaboutme.wd503.myworkdayjobs.com/Bose_Careers,https://boseallaboutme.wd503.myworkdayjobs.com/Bose_Careers/job/US-NY---Binghamton/Mechanical-Engineer_R28844,,
54,Tata Technologies,Mechanical Engineer,"Livonia, MI",https://www.linkedin.com/jobs/view/mechanical-engineer-at-tata-technologies-4410912130,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,True,True,True,False,final_exact_not_available,False,000,partial,https://www.tata.com/careers/jobs,https://www.tata.com/careers/jobs/joblisting,,opening_match,BOT_PROTECTION
55,Meta,Product Design Engineer,"Redmond, WA",https://www.linkedin.com/jobs/view/product-design-engineer-at-meta-4431557512,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,True,True,True,False,final_exact_not_available,False,000,partial,https://www.metacareers.com/jobs/,https://www.metacareers.com/jobsearch/,,opening_match,PROVIDER_FETCH_FAILED
56,Snap Inc.,Product Design Engineer,"Los Angeles, CA",https://www.linkedin.com/jobs/view/product-design-engineer-at-snap-inc-4436142141,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,True,True,True,False,final_exact_not_available,False,000,partial,https://careers.snap.com/,https://careers.snap.com/jobs,,opening_match,OPENING_DISCOVERY_INCOMPLETE
57,Stark Pharma Solutions Inc,Mechanical Engineer,"Chicago, IL",https://www.linkedin.com/jobs/view/mechanical-engineer-at-stark-pharma-solutions-inc-4441267536,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,True,True,True,True,exact_attributable,True,100,success,https://www.starkpharma.com/careers.php,https://www.starkpharma.com/careers.php,https://www.starkpharma.com/careers.php?job_id=z5G7h3l6a1kMvyS65NP3c9TYXhqWlUq5y7TVqx6n7aI%3D,,
58,"Bastion Technologies, Inc.",Mechanical Project Engineer,"Houston, TX",https://www.linkedin.com/jobs/view/mechanical-project-engineer-at-bastion-technologies-inc-4439478675,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,True,True,True,False,final_exact_not_available,False,000,partial,https://bastiontechnologies.applicantpro.com/jobs/,https://bastiontechnologies.applicantpro.com//jobs/,,opening_match,OPENING_DISCOVERY_INCOMPLETE
59,EVONA,Propulsion Roles (Multiple),"Colorado, United States",https://www.linkedin.com/jobs/view/propulsion-roles-multiple-at-evona-4432708542,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,True,True,True,False,final_exact_not_available,False,000,partial,https://evona.com/spacejobs/,https://evona.com/spacejobs/,,opening_match,OPENING_DISCOVERY_INCOMPLETE
60,United Pharma,Mechanical Engineer,"New York, United States",https://www.linkedin.com/jobs/view/mechanical-engineer-at-united-pharma-4435120007,,False,False,False,False,False,input_not_covered,True,True,True,True,False,final_exact_not_available,True,True,True,True,False,final_exact_not_available,False,000,partial,https://jobs.smartrecruiters.com/unitedpharma,https://jobs.smartrecruiters.com/unitedpharma,,opening_match,OPENING_NOT_FOUND
61,Gucci,GUCCI Financial Analyst,"New York, NY",https://www.linkedin.com/jobs/view/gucci-financial-analyst-at-gucci-4432834505,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,False,False,False,False,candidate_not_produced,False,000,partial,https://careers.gucci.com,,,job_board_discovery,JOB_BOARD_NOT_FOUND
62,Michael Kors,Financial Analyst,"New York, NY",https://www.linkedin.com/jobs/view/financial-analyst-at-michael-kors-4432425467,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,False,False,False,False,candidate_not_produced,False,000,failed,,,,career_discovery,CAREER_PAGE_NOT_FOUND
63,BBVA,Financial Analyst,"Houston, TX",https://www.linkedin.com/jobs/view/financial-analyst-at-bbva-4435233146,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,True,True,True,True,exact_attributable,True,100,success,https://www.bbva.com/en/careers/,https://bbva.wd3.myworkdayjobs.com/es/BBVA,https://bbva.wd3.myworkdayjobs.com/es/BBVA/job/Houston-Texas/Financial-Analyst_JR00107726,,
64,"Century Communities, Inc. (NYSE:CCS)",Corporate Financial Analyst,"Greenwood Village, CO",https://www.linkedin.com/jobs/view/corporate-financial-analyst-at-century-communities-inc-nyse-ccs-4440349440,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,False,False,False,False,candidate_not_produced,False,000,partial,https://www.centurycommunities.com/Careers/,,,job_board_discovery,JOB_BOARD_NOT_FOUND
65,SpaceX,Financial Analyst,"Hawthorne, CA",https://www.linkedin.com/jobs/view/financial-analyst-at-spacex-4408086850,,False,False,False,False,False,input_not_covered,True,True,True,True,True,exact_attributable,True,False,False,False,False,candidate_not_produced,True,010,success,https://www.spacex.com/careers,https://job-boards.greenhouse.io/spacex,https://boards.greenhouse.io/spacex/jobs/8527570002?gh_jid=8527570002,,
66,BBVA,Project Finance Senior Analyst,"New York, NY",https://www.linkedin.com/jobs/view/project-finance-senior-analyst-at-bbva-4435237190,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,True,True,True,True,exact_attributable,True,100,success,https://www.bbva.com/en/careers/,https://bbva.wd3.myworkdayjobs.com/es/BBVA,https://bbva.wd3.myworkdayjobs.com/es/BBVA/job/NEW-YORK/Project-Finance-Senior-Analyst_JR00107808,,
67,Sezzle,Financial Analyst,United States,https://www.linkedin.com/jobs/view/financial-analyst-at-sezzle-4436902271,,False,False,False,False,False,input_not_covered,True,True,True,True,True,exact_attributable,True,True,True,True,True,exact_attributable,True,110,success,https://sezzle.com/careers/,https://job-boards.greenhouse.io/sezzle,https://job-boards.greenhouse.io/sezzle/jobs/7794738003,,
68,Saint Laurent,SAINT LAURENT Financial Analyst,"Wayne, NJ",https://www.linkedin.com/jobs/view/saint-laurent-financial-analyst-at-saint-laurent-4434898301,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,False,False,False,False,candidate_not_produced,False,000,failed,,,,career_discovery,CAREER_PAGE_NOT_FOUND
